cell_type,transcript_name,gene_name,AD,Control,chi_pval,chi_padj,chi_significant,delta_usage,usage_direction,permutation_pval,permutation_significant,n_valid_permutations,total_counts_AD,total_counts_CT,mean_CPM_AD,mean_CPM_CT,log2FC,isoform_role,tx_role_mane,candidate_group
Excitatory_neuron,PPP2R5C-201,PPP2R5C,0.7631578947368421,0.1818181818181818,2.346886285806883e-12,1.769018536156028e-11,True,0.5813397129186604,AD_enriched,0.0277777777777777,True,792.0,58,12,8.9853,3.7376,1.0757,Minor,Alternate,new_target_candidate
Excitatory_neuron,PPP6R2-203,PPP6R2,0.217391304347826,0.0097087378640776,2.8859553698112404e-08,1.3619481994724638e-07,True,0.2076825664837484,AD_enriched,0.0076590076590076,True,3003.0,20,1,46.564,0.2782,5.2177,Minor,Alternate,new_target_candidate
Excitatory_neuron,PRKACB-205,PRKACB,0.4546424759871931,0.2320185614849187,1.0210336345823531e-14,9.721062510191452e-14,True,0.2226239145022744,AD_enriched,0.0391,True,10000.0,426,100,58.5486,27.4133,1.0675,Minor,Alternate,new_target_candidate
Excitatory_neuron,PRKG2-201,PRKG2,0.1851851851851851,0.872,8.722946837418985e-21,1.4558085157132438e-19,True,-0.6868148148148149,CT_enriched,0.019047619047619,True,210.0,10,109,1.2598,30.023,-3.779,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,PRPF39-202,PRPF39,0.2295597484276729,0.014760147601476,3.8290783461099676e-17,4.587779173810473e-16,True,0.2147996008261969,AD_enriched,0.0189,True,10000.0,73,4,11.3314,1.9692,2.0542,Minor,Alternate,new_target_candidate
Excitatory_neuron,PRRC2B-203,PRRC2B,0.3636363636363636,0.0490196078431372,1.3393529678153124e-08,6.588093343074905e-08,True,0.3146167557932264,AD_enriched,0.0125,True,10000.0,36,5,4.9288,2.2573,0.8641,Minor,Alternate,new_target_candidate
Excitatory_neuron,PSRC1-205,PSRC1,0.7386363636363636,0.4516129032258064,3.185600725456866e-08,1.4963884732228842e-07,True,0.2870234604105572,AD_enriched,0.0107892107892107,True,5005.0,130,42,21.2547,15.0032,0.4757,Minor,Alternate,new_target_candidate
Excitatory_neuron,PTP4A2-219,PTP4A2,0.1186440677966101,0.8292682926829268,5.216926335605559e-12,3.7913584527100646e-11,True,-0.7106242248863167,CT_enriched,0.0194805194805194,True,462.0,7,34,1.1903,28.9302,-3.7724,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,PTP4A2-220,PTP4A2,0.8813559322033898,0.1707317073170731,5.216926335605559e-12,3.7913584527100646e-11,True,0.7106242248863167,AD_enriched,0.0194805194805194,True,462.0,52,7,46.9384,3.6239,3.374,Minor,Alternate,new_target_candidate
Excitatory_neuron,PUS7L-208,PUS7L,0.2420289855072463,0.0328282828282828,1.2367407110143626e-17,1.558117560075466e-16,True,0.2092007026789635,AD_enriched,0.0414,True,10000.0,167,13,25.8835,3.5624,2.5589,Minor,Alternate,new_target_candidate
Excitatory_neuron,transcript177357.chr10.nnic,R3HCC1L,0.5121951219512195,0.0566037735849056,9.403516678695304e-07,3.6870726258698617e-06,True,0.4555913483663139,AD_enriched,0.006060606060606,True,330.0,21,3,3.9909,1.7372,0.8666,Minor,Alternate,new_target_candidate
Excitatory_neuron,RAB3GAP2-202,RAB3GAP2,0.2584269662921348,0.7627118644067796,4.14293853594941e-18,5.4722277533499374e-17,True,-0.5042848981146448,CT_enriched,0.0178710178710178,True,1287.0,46,90,13.2848,24.7045,-0.8475,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,RADX-204,RADX,0.3333333333333333,0.0121951219512195,1.7710056287982787e-06,6.653465532344381e-06,True,0.3211382113821138,AD_enriched,0.0416666666666666,True,120.0,10,1,1.0807,0.2782,0.7029,Minor,Alternate,new_target_candidate
Excitatory_neuron,RARB-209,RARB,0.4719101123595505,0.1775700934579439,5.437390113497345e-05,0.0001621160490753,True,0.2943400189016066,AD_enriched,0.0404040404040404,True,792.0,42,19,5.3661,4.867,0.1178,Minor,Alternate,new_target_candidate
Excitatory_neuron,RARB-201,RARB,0.5168539325842697,0.8037383177570093,5.437390113497345e-05,0.0001621160490753,True,-0.2868843851727396,CT_enriched,0.0441919191919191,True,792.0,46,86,5.9482,21.7388,-1.7104,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,RASSF5-201,RASSF5,0.6341463414634146,0.1217948717948717,5.711409273211641e-15,5.5494556129986536e-14,True,0.512351469668543,AD_enriched,0.0268842268842268,True,6435.0,52,19,14.7639,5.4062,1.2991,Minor,Alternate,new_target_candidate
Excitatory_neuron,transcript134128.chr17.nnic,RBFOX3,0.3066666666666666,0.0928571428571428,1.2057851660079584e-12,9.336936880452457e-12,True,0.2138095238095237,AD_enriched,0.0249750249750249,True,2002.0,23,13,5.0348,6.8232,-0.3745,Minor,Alternate,new_target_candidate
Excitatory_neuron,RC3H1-202,RC3H1,0.4932432432432432,0.136518771331058,1.378108010950081e-15,1.4105223840792098e-14,True,0.3567244719121852,AD_enriched,0.019,True,10000.0,73,40,15.4549,23.6535,-0.5833,Minor,Alternate,new_target_candidate
Excitatory_neuron,RC3H1-203,RC3H1,0.5067567567567568,0.863481228668942,1.378108010950081e-15,1.4105223840792098e-14,True,-0.3567244719121851,CT_enriched,0.019,True,10000.0,75,253,14.6681,90.4189,-2.5447,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,RDH13-203,RDH13,0.0695652173913043,0.5121951219512195,4.397270293757538e-09,2.2933704554133984e-08,True,-0.4426299045599152,CT_enriched,0.0242424242424242,True,165.0,8,21,0.8059,5.101,-1.7563,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,RHOBTB1-202,RHOBTB1,0.2692307692307692,0.0,1.3478529398469688e-14,1.2629221799649337e-13,True,0.2692307692307692,AD_enriched,0.0163170163170163,True,1716.0,21,0,2.6021,0.0,1.8488,Minor,Alternate,new_target_candidate
Excitatory_neuron,RIF1-203,RIF1,0.6035714285714285,0.1769662921348314,6.433196067422322e-30,2.010161220538613e-28,True,0.4266051364365971,AD_enriched,0.0311,True,10000.0,169,63,35.7394,16.9714,1.0316,Minor,Alternate,new_target_candidate
Excitatory_neuron,RIOK3-205,RIOK3,0.4077669902912621,0.1183970856102003,1.597867518928912e-21,2.847656862251952e-20,True,0.2893699046810618,AD_enriched,0.0444,True,10000.0,126,65,24.6295,25.8811,-0.0688,Minor,Alternate,new_target_candidate
Excitatory_neuron,RNF121-211,RNF121,0.2150537634408602,0.0,2.502023659200179e-07,1.0658771059884003e-06,True,0.2150537634408602,AD_enriched,0.0324675324675324,True,462.0,20,0,1.6964,0.0,1.431,Minor,Alternate,new_target_candidate
Excitatory_neuron,RNF121-201,RNF121,0.6989247311827957,0.9893617021276596,2.502023659200179e-07,1.0658771059884003e-06,True,-0.2904369709448638,CT_enriched,0.0367965367965368,True,462.0,65,93,8.7413,19.9993,-1.1082,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,RPS3-217,RPS3,0.7005347593582888,0.903846153846154,1.3731349065870668e-05,4.492456592445602e-05,True,-0.2033113944878651,CT_enriched,0.0053,True,10000.0,131,141,48.0149,50.4271,-0.0693,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,RUFY1-202,RUFY1,0.4489795918367347,0.1276595744680851,5.859723019820816e-06,2.0488672181159425e-05,True,0.3213200173686495,AD_enriched,0.0317460317460317,True,252.0,44,12,3.4128,2.5494,0.3141,Minor,Alternate,new_target_candidate
Excitatory_neuron,transcript194267.chr4.nic,RXFP1,0.3245033112582781,0.0136986301369863,1.9797112363743096e-11,1.3593506098357192e-10,True,0.3108046811212918,AD_enriched,0.0145687645687645,True,1716.0,49,2,3.84,0.5465,1.646,Minor,Alternate,new_target_candidate
Excitatory_neuron,SCAF4-202,SCAF4,0.3922651933701657,0.1300813008130081,1.677298678791926e-06,6.321508782503259e-06,True,0.2621838925571575,AD_enriched,0.0395604395604395,True,5005.0,71,16,11.3673,4.6128,1.1397,Minor,Alternate,new_target_candidate
Excitatory_neuron,SCAF4-201,SCAF4,0.5027624309392266,0.7804878048780488,1.677298678791926e-06,6.321508782503259e-06,True,-0.2777253739388222,CT_enriched,0.0163836163836163,True,5005.0,91,96,16.1781,30.7892,-0.888,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,SEC23IP-201,SEC23IP,0.170886075949367,0.6402877697841727,3.5107750401661475e-16,3.807634152889677e-15,True,-0.4694016938348057,CT_enriched,0.0279720279720279,True,5005.0,27,89,5.2639,23.8569,-1.9885,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,SEC23IP-208,SEC23IP,0.8291139240506329,0.3597122302158273,3.5107750401661475e-16,3.807634152889677e-15,True,0.4694016938348055,AD_enriched,0.0279720279720279,True,5005.0,131,50,32.5241,15.4915,1.0235,Minor,Alternate,new_target_candidate
Excitatory_neuron,SEMA7A-201,SEMA7A,0.3058823529411765,0.9701492537313432,4.3453502245380605e-16,4.6699347185831006e-15,True,-0.6642669007901667,CT_enriched,0.0285714285714285,True,210.0,26,65,2.8816,15.2866,-2.0689,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,transcript110172.chr15.nic,SEMA7A,0.6941176470588235,0.0298507462686567,4.3453502245380605e-16,4.6699347185831006e-15,True,0.6642669007901668,AD_enriched,0.0285714285714285,True,210.0,59,2,16.1202,0.3437,3.6715,Minor,Alternate,new_target_candidate
Excitatory_neuron,SLC11A2-201,SLC11A2,0.5991379310344828,0.849112426035503,2.185935169976645e-12,1.651207471847108e-11,True,-0.2499744950010202,CT_enriched,0.0373376623376623,True,8008.0,278,287,49.7519,68.9931,-0.4638,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,transcript64585.chr15.nnic,SLC27A2,0.2826086956521739,0.0,1.0306204596899292e-19,1.5891719392566664e-18,True,0.2826086956521739,AD_enriched,0.0079365079365079,True,126.0,13,0,0.7613,0.0,0.8166,Minor,Alternate,new_target_candidate
Excitatory_neuron,SLC27A2-201,SLC27A2,0.717391304347826,1.0,1.0306204596899292e-19,1.5891719392566664e-18,True,-0.2826086956521739,CT_enriched,0.0079365079365079,True,126.0,33,308,4.7689,57.0993,-3.3321,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,SLC35A3-212,SLC35A3,0.3333333333333333,0.0909090909090909,0.0152439846924971,0.0285291776844015,True,0.2424242424242424,AD_enriched,0.0428571428571428,True,70.0,11,3,1.3825,0.7179,0.4718,Minor,Alternate,new_target_candidate
Excitatory_neuron,SLC35F5-212,SLC35F5,0.2809917355371901,0.0428571428571428,7.698110626547453e-08,3.458055647504819e-07,True,0.2381345926800472,AD_enriched,0.0141,True,10000.0,34,6,5.1093,1.414,1.3396,Minor,Alternate,new_target_candidate
Excitatory_neuron,SLC35F5-201,SLC35F5,0.6446280991735537,0.9142857142857144,7.698110626547453e-08,3.458055647504819e-07,True,-0.2696576151121607,CT_enriched,0.0066,True,10000.0,78,128,21.3236,35.9936,-0.7287,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,SLC39A9-202,SLC39A9,0.3333333333333333,1.0,2.087967911645931e-14,1.9159063903369457e-13,True,-0.6666666666666667,CT_enriched,0.0357142857142857,True,84.0,21,63,5.8318,53.4552,-2.9947,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,SLC39A9-201,SLC39A9,0.6349206349206349,0.0,2.087967911645931e-14,1.9159063903369457e-13,True,0.6349206349206349,AD_enriched,0.0357142857142857,True,84.0,40,0,11.0365,0.0,3.5893,Minor,Alternate,new_target_candidate
Excitatory_neuron,SLC6A1-207,SLC6A1,0.4328358208955223,0.0309278350515463,4.2202184063266275e-25,9.442905096553556e-24,True,0.401907985843976,AD_enriched,0.0343822843822843,True,1716.0,29,3,9.1274,2.6681,1.4652,Minor,Alternate,new_target_candidate
Excitatory_neuron,SLC6A1-201,SLC6A1,0.0149253731343283,0.8247422680412371,4.2202184063266275e-25,9.442905096553556e-24,True,-0.8098168949069088,CT_enriched,0.0064102564102564,True,1716.0,1,80,0.3,19.1679,-3.9554,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,SMAD2-203,SMAD2,0.3866666666666666,0.1481481481481481,1.0662236710048971e-09,6.026075297559948e-09,True,0.2385185185185185,AD_enriched,0.05,True,10000.0,87,20,13.9604,6.8162,0.9366,Minor,Alternate,new_target_candidate
Excitatory_neuron,SNX14-235,SNX14,0.2415730337078651,0.0,1.856102950664693e-75,3.9894964330499e-73,True,0.2415730337078651,AD_enriched,0.0441558441558441,True,5005.0,43,0,12.2769,0.0,3.7308,Minor,Alternate,new_target_candidate
Excitatory_neuron,transcript150486.chr6.nnic,SOBP,0.2966101694915254,0.0098039215686274,7.561695915210719e-08,3.4032429648851284e-07,True,0.286806247922898,AD_enriched,0.006,True,10000.0,35,1,8.7939,0.2782,2.9378,Minor,Alternate,new_target_candidate
Excitatory_neuron,SORT1-201,SORT1,0.2816901408450704,0.7715736040609137,1.715459122924203e-18,2.344460801329744e-17,True,-0.4898834632158433,CT_enriched,0.0075757575757575,True,3432.0,40,152,12.4273,55.1365,-2.0638,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,SORT1-209,SORT1,0.5774647887323944,0.2182741116751269,1.715459122924203e-18,2.344460801329744e-17,True,0.3591906770572675,AD_enriched,0.0075757575757575,True,3432.0,82,43,13.2541,13.352,-0.0099,Minor,Alternate,new_target_candidate
Excitatory_neuron,SPATA20-205,SPATA20,0.3527696793002915,0.1508620689655172,1.0831950413400226e-10,6.859912882343553e-10,True,0.2019076103347743,AD_enriched,0.0412,True,10000.0,242,35,36.4477,8.4298,1.9896,Minor,Alternate,new_target_candidate
Excitatory_neuron,transcript48560.chr21.nic,SPATC1L,0.6119402985074627,0.0862068965517241,1.8714270985303e-21,3.285651586602826e-20,True,0.5257334019557386,AD_enriched,0.0439560439560439,True,3003.0,123,10,19.476,4.5835,1.8747,Minor,Alternate,new_target_candidate
Excitatory_neuron,SPATS2L-204,SPATS2L,0.063231850117096,0.2826855123674912,5.465327662483688e-19,7.863198602433428e-18,True,-0.2194536622503951,CT_enriched,0.0344214608920491,True,6188.0,27,80,5.7729,19.7087,-1.6124,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,SPEN-201,SPEN,0.616361071932299,0.8679950186799502,2.536402766990618e-29,7.688335395839508e-28,True,-0.2516339467476511,CT_enriched,0.0259,True,10000.0,437,697,106.661,299.2716,-1.4798,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,SPIN3-201,SPIN3,0.1469465648854961,0.3501628664495114,1.4106913552933762e-27,3.9417772087271726e-26,True,-0.2032163015640153,CT_enriched,0.045,True,10000.0,77,215,16.8416,48.2013,-1.4635,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,SPP1-203,SPP1,0.4009216589861751,0.9119718309859156,9.581217976233716e-33,3.6148712290120082e-31,True,-0.5110501719997405,CT_enriched,0.0433,True,10000.0,87,259,34.9836,277.5791,-2.9527,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,ST8SIA5-203,ST8SIA5,0.4931506849315068,0.1651376146788991,2.191936090384804e-05,6.93770758103499e-05,True,0.3280130702526077,AD_enriched,0.0406260406260406,True,3003.0,36,18,4.0613,5.7493,-0.4152,Minor,Alternate,new_target_candidate
Excitatory_neuron,STAMBP-202,STAMBP,0.0875912408759124,0.46875,5.679952172370568e-17,6.71465012643741e-16,True,-0.3811587591240876,CT_enriched,0.0139860139860139,True,3003.0,12,30,2.3681,7.445,-1.3262,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,STRC-202,STRC,0.8409090909090909,0.225,1.399688940629457e-09,7.792773670239198e-09,True,0.615909090909091,AD_enriched,0.0285714285714285,True,35.0,37,9,12.0274,2.4834,1.903,Minor,Alternate,new_target_candidate
Excitatory_neuron,STXBP5-206,STXBP5,0.6510067114093959,0.2348484848484848,1.6406244230036809e-21,2.901982302335438e-20,True,0.4161582265609111,AD_enriched,0.0267,True,10000.0,291,31,83.1798,8.9813,3.0762,Minor,Alternate,new_target_candidate
Excitatory_neuron,SUPT5H-201,SUPT5H,0.3090909090909091,0.0545454545454545,0.0032850752916042,0.0070609209222269,True,0.2545454545454546,AD_enriched,0.006,True,10000.0,34,3,11.1221,1.5483,2.25,Minor,Alternate,new_target_candidate
Excitatory_neuron,SYNCRIP-222,SYNCRIP,0.2569444444444444,0.0123456790123456,2.221556291805028e-10,1.3642856084652e-09,True,0.2445987654320988,AD_enriched,0.0336330336330336,True,3003.0,37,1,5.255,0.2782,2.2909,Minor,Alternate,new_target_candidate
Excitatory_neuron,TAB3-201,TAB3,0.4722222222222222,0.8961038961038961,1.0745472446884336e-06,4.171737058880711e-06,True,-0.4238816738816738,CT_enriched,0.0,True,462.0,17,69,3.0955,20.8896,-2.4181,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,TAB3-204,TAB3,0.25,0.0,1.0745472446884336e-06,4.171737058880711e-06,True,0.25,AD_enriched,0.0064935064935064,True,462.0,9,0,2.6663,0.0,1.8743,Minor,Alternate,new_target_candidate
Excitatory_neuron,TADA2B-201,TADA2B,0.0689655172413793,0.5480769230769231,1.4257618575959536e-16,1.6103389897974679e-15,True,-0.4791114058355438,CT_enriched,0.009,True,10000.0,10,57,2.2137,44.8503,-3.8346,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,TADA2B-205,TADA2B,0.9310344827586208,0.4519230769230769,1.4257618575959536e-16,1.6103389897974679e-15,True,0.4791114058355438,AD_enriched,0.009,True,10000.0,135,47,32.6008,17.723,0.8437,Minor,Alternate,new_target_candidate
Excitatory_neuron,TAF2-223,TAF2,0.3652694610778443,0.0604651162790697,5.33058392286415e-23,1.0473637607998732e-21,True,0.3048043447987746,AD_enriched,0.0157,True,10000.0,61,13,11.5886,3.7996,1.3911,Minor,Alternate,new_target_candidate
Excitatory_neuron,TAF2-201,TAF2,0.1497005988023952,0.4930232558139535,5.33058392286415e-23,1.0473637607998732e-21,True,-0.3433226570115583,CT_enriched,0.0115,True,10000.0,25,106,5.3969,31.6286,-2.3507,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,transcript28780.chr4.nnic,TAPT1,0.3956043956043956,0.0,4.0406669867465726e-24,8.429544393233365e-23,True,0.3956043956043956,AD_enriched,0.0217282717282717,True,8008.0,72,0,175.0794,0.0,7.4601,Minor,Alternate,new_target_candidate
Excitatory_neuron,TBCK-204,TBCK,0.3643410852713178,0.918918918918919,1.959269593538779e-13,1.6446271274521373e-12,True,-0.5545778336476012,CT_enriched,0.0359640359640359,True,8008.0,47,68,9.2168,18.9934,-0.9686,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,TBCK-205,TBCK,0.3953488372093023,0.0,1.959269593538779e-13,1.6446271274521373e-12,True,0.3953488372093023,AD_enriched,0.0257242757242757,True,8008.0,51,0,12.0658,0.0,3.7077,Minor,Alternate,new_target_candidate
Excitatory_neuron,transcript100510.chr2.nnic,TET3,0.2790697674418604,0.0,0.0005594047245472,0.0014025654687924,True,0.2790697674418604,AD_enriched,0.0265151515151515,True,792.0,12,0,2.6883,0.0,1.8829,Minor,Alternate,new_target_candidate
Excitatory_neuron,transcript317268.chr3.nnic,TFRC,0.4230769230769231,0.1444444444444444,4.1076189902040807e-10,2.436065342601802e-09,True,0.2786324786324786,AD_enriched,0.0333333333333333,True,120.0,22,13,5.5181,2.2338,1.0112,Minor,Alternate,new_target_candidate
Excitatory_neuron,TLK2-219,TLK2,0.2631578947368421,0.0,9.913855813647694e-10,5.6210215256757075e-09,True,0.2631578947368421,AD_enriched,0.0296,True,10000.0,10,0,2.0295,0.0,1.5991,Minor,Alternate,new_target_candidate
Excitatory_neuron,TLK2-203,TLK2,0.1052631578947368,0.7183098591549296,9.913855813647694e-10,5.6210215256757075e-09,True,-0.6130467012601928,CT_enriched,0.0476,True,10000.0,4,51,0.4035,10.8037,-3.0722,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,TNNT2-218,TNNT2,0.5972222222222222,0.2033898305084746,8.310137829342119e-11,5.324643868430322e-10,True,0.3938323917137476,AD_enriched,0.0039960039960039,True,3003.0,43,12,14.7288,2.7841,2.0554,Minor,Alternate,new_target_candidate
Excitatory_neuron,TNPO1-201,TNPO1,0.2404580152671755,0.5651260504201681,5.690952545955581e-18,7.379511226410043e-17,True,-0.3246680351529926,CT_enriched,0.0029,True,10000.0,63,269,15.435,71.6772,-2.1447,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,TPCN1-218,TPCN1,0.4102564102564102,0.0289855072463768,1.739800248162282e-06,6.543161802871191e-06,True,0.3812709030100334,AD_enriched,0.0079365079365079,True,126.0,16,2,2.8405,0.8132,1.0828,Minor,Alternate,new_target_candidate
Excitatory_neuron,TRIM33-201,TRIM33,0.4524590163934426,0.834920634920635,1.0171956977069248e-23,2.0792418109035205e-22,True,-0.3824616185271923,CT_enriched,0.0094,True,10000.0,138,263,32.8478,76.4847,-1.1949,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,TRIM33-202,TRIM33,0.4131147540983607,0.1492063492063492,1.0171956977069248e-23,2.0792418109035205e-22,True,0.2639084048920115,AD_enriched,0.0263,True,10000.0,126,47,25.2039,13.0622,0.898,Minor,Alternate,new_target_candidate
Excitatory_neuron,TSNARE1-209,TSNARE1,0.2195121951219512,0.0,3.742551076365416e-05,0.0001146196666004,True,0.2195121951219512,AD_enriched,0.0272727272727272,True,330.0,9,0,1.4726,0.0,1.3061,Minor,Alternate,new_target_candidate
Excitatory_neuron,transcript100446.chr2.nic,TTC31,0.3584905660377358,0.0,2.223172395309361e-11,1.5206327675920254e-10,True,0.3584905660377358,AD_enriched,0.0212121212121212,True,330.0,19,0,9.7357,0.0,3.4243,Minor,Alternate,new_target_candidate
Excitatory_neuron,TTLL11-202,TTLL11,0.5,0.203125,0.001126166778521,0.0026537876943686,True,0.296875,AD_enriched,0.0465367965367965,True,924.0,24,13,2.8942,3.9971,-0.3598,Minor,Alternate,new_target_candidate
Excitatory_neuron,transcript48201.chr15.nnic,TYRO3,0.4407364787111623,0.0226628895184136,1.3742865434971143e-54,1.5339414054009845e-52,True,0.4180735891927487,AD_enriched,0.0377,True,10000.0,383,8,85.4275,6.771,3.4753,Minor,Alternate,new_target_candidate
Excitatory_neuron,UBAP2-204,UBAP2,0.375,0.6363636363636364,2.830632695036942e-05,8.844791940923802e-05,True,-0.2613636363636363,CT_enriched,0.0451548451548451,True,5005.0,42,49,9.7432,14.1323,-0.4942,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,transcript6174.chr4.nic,UVSSA,0.7160493827160493,0.0943396226415094,7.438512199020109e-12,5.3294310128939025e-11,True,0.6217097600745399,AD_enriched,0.0334110334110334,True,1287.0,58,5,19.1058,1.5773,2.9637,Minor,Alternate,new_target_candidate
Excitatory_neuron,VLDLR-216,VLDLR,0.25,0.0383275261324041,5.915831473192631e-25,1.3153916187885681e-23,True,0.2116724738675959,AD_enriched,0.0236430236430236,True,3003.0,13,11,2.2707,3.0569,-0.3108,Minor,Alternate,new_target_candidate
Excitatory_neuron,VSTM4-202,VSTM4,0.3409090909090909,0.8,3.43502491364979e-10,2.070062167588612e-09,True,-0.4590909090909091,CT_enriched,0.0476190476190476,True,252.0,15,52,3.0892,56.002,-3.8011,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,transcript175975.chr8.nic,WASHC5,0.7916666666666666,0.0449438202247191,1.2698991078609796e-26,3.3484737442594527e-25,True,0.7467228464419475,AD_enriched,0.0151515151515151,True,330.0,76,4,21.3198,0.9961,3.483,Minor,Alternate,new_target_candidate
Excitatory_neuron,WASHC5-201,WASHC5,0.09375,0.898876404494382,1.2698991078609796e-26,3.3484737442594527e-25,True,-0.805126404494382,CT_enriched,0.0212121212121212,True,330.0,9,80,6.5263,20.1135,-1.4882,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,WDR91-208,WDR91,0.7559523809523809,0.3576923076923077,2.2843388751279406e-26,5.807460803327057e-25,True,0.3982600732600732,AD_enriched,0.0236,True,10000.0,254,93,55.3562,33.0911,0.7252,Minor,Alternate,new_target_candidate
Excitatory_neuron,WWOX-222,WWOX,0.217391304347826,0.0,5.229273746404246e-06,1.845335257872901e-05,True,0.217391304347826,AD_enriched,0.0416666666666666,True,120.0,10,0,11.9336,0.0,3.693,Minor,Alternate,new_target_candidate
Excitatory_neuron,XXYLT1-205,XXYLT1,0.2682926829268293,0.0449438202247191,0.0006534333627946,0.0016115447991315,True,0.2233488627021101,AD_enriched,0.0357142857142857,True,924.0,11,4,3.0301,1.8867,0.4814,Minor,Alternate,new_target_candidate
Excitatory_neuron,XXYLT1-201,XXYLT1,0.7317073170731707,0.9550561797752808,0.0006534333627946,0.0016115447991315,True,-0.22334886270211,CT_enriched,0.0357142857142857,True,924.0,30,85,3.08,26.193,-2.7366,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,YPEL4-204,YPEL4,0.3469387755102041,0.125,0.0009465505357301,0.002268970243303,True,0.221938775510204,AD_enriched,0.0353646353646353,True,5005.0,17,4,3.3919,1.5661,0.7753,Minor,Alternate,new_target_candidate
Excitatory_neuron,ZNF3-214,ZNF3,0.2866043613707165,0.018018018018018,9.883661881945356e-15,9.422690017290109e-14,True,0.2685863433526985,AD_enriched,0.0057942057942057,True,5005.0,92,4,13.2659,0.8077,2.9804,Minor,Alternate,new_target_candidate
Excitatory_neuron,ZNF337-201,ZNF337,0.1597444089456869,0.5702479338842975,2.3297264251811318e-17,2.8344338823001317e-16,True,-0.4105035249386106,CT_enriched,0.0366300366300366,True,3003.0,50,69,11.0881,16.1232,-0.5024,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,ZNF337-202,ZNF337,0.8402555910543131,0.4297520661157025,2.3297264251811318e-17,2.8344338823001317e-16,True,0.4105035249386106,AD_enriched,0.0366300366300366,True,3003.0,263,52,60.6285,15.8533,1.8706,Minor,Alternate,new_target_candidate
Excitatory_neuron,transcript92645.chr10.nnic,ZNF33B,0.2692307692307692,0.0451612903225806,2.1542095017052733e-05,6.830490833972062e-05,True,0.2240694789081886,AD_enriched,0.0251,True,10000.0,14,7,6.3608,6.3798,-0.0037,Minor,Alternate,new_target_candidate
Excitatory_neuron,ZNF407-204,ZNF407,0.4503816793893129,0.1258278145695364,4.571304545188648e-11,3.0190189142479576e-10,True,0.3245538648197765,AD_enriched,0.05,True,10000.0,118,19,16.1122,5.4926,1.3982,Minor,Alternate,new_target_candidate
Excitatory_neuron,ZNF44-202,ZNF44,0.6233766233766234,0.8571428571428571,2.153163524378391e-08,1.0326158808935721e-07,True,-0.2337662337662337,CT_enriched,0.0425574425574425,True,5005.0,96,114,16.1498,26.5362,-0.6831,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,ZNF550-208,ZNF550,0.3296703296703296,0.9556962025316456,1.88063334256788e-26,4.904166286336019e-25,True,-0.626025872861316,CT_enriched,0.0163170163170163,True,1716.0,30,151,5.8199,29.9884,-2.1839,Dominant,Canonical,trial_failure_candidate
Excitatory_neuron,ZNF550-204,ZNF550,0.6373626373626373,0.0253164556962025,1.88063334256788e-26,4.904166286336019e-25,True,0.6120461816664349,AD_enriched,0.0198135198135198,True,1716.0,58,4,7.1141,1.5661,1.6608,Minor,Alternate,new_target_candidate
Excitatory_neuron,ZNF554-201,ZNF554,0.4057971014492754,0.8095238095238095,0.0001724504173676,0.0004720921691967,True,-0.4037267080745341,CT_enriched,0.0489510489510489,True,3003.0,28,34,4.1106,8.8075,-0.9404,Dominant,Canonical,trial_failure_candidate
